"X","ministro","ministerio","presidente","correccion_fechadeentrada","correccion_fechadesalida","diferencia_dias","duration_minister_in_yrs","comienzo_administracion","fin_administracion","comienzo_regimen","fin_regimen","x1_administracion","x2_administracion","x1_regimen","x2_regimen","dummy_replacement","tipo_regimen","clasificacion_area","clasificacion_area_amplio","cantidaddevecesqueocupounm","informacion_personal_nacimiento_date","provincia_nacimiento","educacion_educado_en","informacion_profesional_ocupacion","informacion_profesional_partido_politico","informacion_personal_nacimiento_place","informacion_personal_fallecimiento_date","informacion_personal_fallecimiento_place","informacion_personal_nacionalidad","informacion_profesional_miembro_de","informacion_profesional_rama_militar","informacion_profesional_rango_militar","Year"
63,"Norberto Quirno Costa","relaciones exteriores","Miguel Juarez Celman",1886-10-13,1889-08-28,1050,2.87474332648871,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1051,343,9817,14983,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",5,"1844-07-18","Buenos Aires","Universidad de Buenos AiresColegio Nacional de Buenos Aires","Abogado","Partido Nacionalista
Partido Liberal
Partido Autonomista Nacional","Buenos Aires (Argentina)","1915-03-02","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1886
64,"Estanislao Zeballos","relaciones exteriores","Miguel Juarez Celman",1889-08-28,1890-06-30,306,0.837782340862423,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1357,37,10123,14677,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",3,"1854-07-27","Santa Fe","Colegio Nacional de Buenos Aires","Jurista, político, periodista, catedrático, historiador, etnógrafo, geógrafo, legislador y novelista",NA,"Rosario, Santa Fe, Argentina","1923-10-04","Liverpool, Inglaterra, Reino Unido","Argentina","Academia Nacional de Ciencias Económicas (Argentina)Academia Nacional de la Historia de la República ArgentinaInstituto de Derecho Internacional (desde 1908)",NA,NA,1889
65,"Roque Saénz Peña","relaciones exteriores","Miguel Juarez Celman",1890-06-30,1890-08-07,38,0.10403832991102,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1395,-1,10161,14639,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890
66,"Filemon Posse","justicia, culto e instrucción pública","Miguel Juarez Celman",1886-10-13,1890-04-18,1283,3.51266255989049,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1284,110,10050,14750,1,"Democracia","Área político-Institucional","Área Justicia-Otros",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1886
67,"Amancio Alcorta","justicia, culto e instrucción pública","Miguel Juarez Celman",1890-04-18,1890-06-09,52,0.142368240930869,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1336,58,10102,14698,1,"Democracia","Área político-Institucional","Área Justicia-Otros",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890
68,"José Mariano Astigueta","justicia, culto e instrucción pública","Miguel Juarez Celman",1890-06-09,1890-08-07,59,0.161533196440794,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1395,-1,10161,14639,0,"Democracia","Área político-Institucional","Área Justicia-Otros",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890
69,"Eduardo Racedo","guerra y marina","Miguel Juarez Celman",1886-10-13,1887-02-07,117,0.320328542094456,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",118,1276,8884,15916,1,"Democracia","Área político-Institucional","Área Defensa",3,"1843-10-14","Entre Ríos",NA,"Militar","PAN","Paraná, Confederación Argentina","1918-12-31","Buenos Aires, Argentina","Argentina",NA,"Ejército Argentino","Teniente general[1]​",1886
70,"Eduardo Racedo","guerra y marina","Miguel Juarez Celman",1887-02-07,1890-04-18,1166,3.19233401779603,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1284,110,10050,14750,1,"Democracia","Área político-Institucional","Área Defensa",3,"1843-10-14","Entre Ríos",NA,"Militar","PAN","Paraná, Confederación Argentina","1918-12-31","Buenos Aires, Argentina","Argentina",NA,"Ejército Argentino","Teniente general[1]​",1887
71,"Nicolas Levalle","guerra y marina","Miguel Juarez Celman",1890-04-18,1890-08-07,111,0.303901437371663,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1395,-1,10161,14639,0,"Democracia","Área político-Institucional","Área Defensa",3,"1840-12-06",NA,NA,"Militar",NA,"Cicagna (Italia)","1902-01-28","Buenos Aires (Argentina)","Argentina",NA,"Ejército Argentino","Teniente general",1890
72,"Wenceslao Pacheco","hacienda","Miguel Juarez Celman",1886-10-13,1889-03-01,870,2.38193018480493,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",871,523,9637,15163,1,"Democracia","Área Económica-Productiva","Área Económica",4,"1838-09-28","Mendoza","Universidad de Buenos Aires","abogado","Partido Autonomista Nacional","Mendoza, Argentina","1899-12-19","Buenos Aires, Argentina","Argentina",NA,NA,NA,1886
73,"Rufino Varela","hacienda","Miguel Juarez Celman",1889-03-01,1889-08-28,180,0.492813141683778,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1051,343,9817,14983,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1838-07-10","Salta",NA,"Abogado, político y economista","Partido Autonomista
P. Autonomista Nacional","Salta, Argentina","1911-06-16","Buenos Aires, Argentina","Argentina",NA,NA,NA,1889
74,"Wenceslao Pacheco","hacienda","Miguel Juarez Celman",1889-08-28,1890-04-18,233,0.63791923340178,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1284,110,10050,14750,1,"Democracia","Área Económica-Productiva","Área Económica",4,"1838-09-28","Mendoza","Universidad de Buenos Aires","abogado","Partido Autonomista Nacional","Mendoza, Argentina","1899-12-19","Buenos Aires, Argentina","Argentina",NA,NA,NA,1889
75,"Francisco Uriburu","hacienda","Miguel Juarez Celman",1890-04-18,1890-06-09,52,0.142368240930869,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1336,58,10102,14698,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1837-07-13","Salta",NA,"Empresario","Partido Autonomista
Partido Republicano
Partido Autonomista Nacional","Salta (Argentina)","1906-02-10","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1890
76,"Juan Agustín García","hacienda","Miguel Juarez Celman",1890-06-09,1890-08-07,59,0.161533196440794,"1886-10-12","1890-08-06","1862-10-12","1930-09-06",1395,-1,10161,14639,0,"Democracia","Área Económica-Productiva","Área Económica",1,"1862-04-12","Buenos Aires","Universidad de Buenos Aires","Abogado",NA,"Buenos Aires (Argentina)","1923-06-23",NA,"Argentina","Academia Nacional de la Historia de la República Argentina",NA,NA,1890
77,"Julio A. Roca","interior","Carlos Pellegrini",1890-08-07,1891-05-02,268,0.733744010951403,"1880-08-07","1892-10-12","1862-10-12","1930-09-06",3920,529,10429,14371,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1843-07-17","Tucumán","Colegio del Uruguay","Oficial militar, diplomático y político","Partido Autonomista Nacional","San Miguel de Tucumán (Argentina)","1914-10-19","Buenos Aires (Argentina)","Argentina",NA,"Ejército Argentino","Teniente general",1890
78,"José V. Zapata","interior","Carlos Pellegrini",1891-05-02,1892-10-13,530,1.45106091718001,"1880-08-07","1892-10-12","1862-10-12","1930-09-06",4450,-1,10959,13841,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1851-01-14","Mendoza","Universidad de Buenos Aires","Abogado",NA,"Mendoza (Argentina)","1897-11-28","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1891
79,"Eduardo Costa","relaciones exteriores","Carlos Pellegrini",1890-08-07,1891-10-24,443,1.21286789869952,"1880-08-07","1892-10-12","1862-10-12","1930-09-06",4095,354,10604,14196,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890
80,"Estanislao Zeballos","relaciones exteriores","Carlos Pellegrini",1891-10-24,1892-10-13,355,0.971937029431896,"1880-08-07","1892-10-12","1862-10-12","1930-09-06",4450,-1,10959,13841,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",3,"1854-07-27","Santa Fe","Colegio Nacional de Buenos Aires","Jurista, político, periodista, catedrático, historiador, etnógrafo, geógrafo, legislador y novelista",NA,"Rosario, Santa Fe, Argentina","1923-10-04","Liverpool, Inglaterra, Reino Unido","Argentina","Academia Nacional de Ciencias Económicas (Argentina)Academia Nacional de la Historia de la República ArgentinaInstituto de Derecho Internacional (desde 1908)",NA,NA,1891
81,"José María Gutierrez","justicia, culto e instrucción pública","Carlos Pellegrini",1890-08-07,1890-10-29,83,0.227241615331964,"1880-08-07","1892-10-12","1862-10-12","1930-09-06",3735,714,10244,14556,1,"Democracia","Área político-Institucional","Área Justicia-Otros",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890
82,"Juan Carballido","justicia, culto e instrucción pública","Carlos Pellegrini",1890-10-29,1891-10-24,360,0.985626283367556,"1880-08-07","1892-10-12","1862-10-12","1930-09-06",4095,354,10604,14196,1,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1852-11-28","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Liberal
Unión Cívica
Unión Cívica Nacional
Partido Republicano
Unión Cívica","Buenos Aires, Argentina","1939-09-11","Buenos Aires, Argentina","Argentina",NA,NA,NA,1890
83,"Juan Balestra","justicia, culto e instrucción pública","Carlos Pellegrini",1891-10-24,1892-10-13,355,0.971937029431896,"1880-08-07","1892-10-12","1862-10-12","1930-09-06",4450,-1,10959,13841,0,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1861-10-22","Corrientes","Universidad de Buenos Aires","Abogado",NA,"Goya (Argentina)","1938-04-24","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1891
84,"Nicolas Levalle","guerra y marina","Carlos Pellegrini",1890-08-07,1892-10-13,798,2.18480492813142,"1880-08-07","1892-10-12","1862-10-12","1930-09-06",4450,-1,10959,13841,0,"Democracia","Área político-Institucional","Área Defensa",3,"1840-12-06",NA,NA,"Militar",NA,"Cicagna (Italia)","1902-01-28","Buenos Aires (Argentina)","Argentina",NA,"Ejército Argentino","Teniente general",1890
85,"Vicente Fidel Lopez","hacienda","Carlos Pellegrini",1890-08-07,1892-06-08,671,1.83709787816564,"1880-08-07","1892-10-12","1862-10-12","1930-09-06",4323,126,10832,13968,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1815-04-24","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Autonomista Nacional","Buenos Aires,  Provincias Unidas del Río de la Plata","1903-08-30","Buenos Aires,  República Argentina","Argentina",NA,NA,NA,1890
86,"Emilio Hansen","hacienda","Carlos Pellegrini",1892-06-08,1892-10-13,127,0.347707049965777,"1880-08-07","1892-10-12","1862-10-12","1930-09-06",4450,-1,10959,13841,0,"Democracia","Área Económica-Productiva","Área Económica",1,"1849-04-30","Buenos Aires",NA,"Economista",NA,"Buenos Aires, Argentina","1937-04-06","Buenos Aires, Argentina","Argentina",NA,NA,NA,1892
87,"Manuel Quintana","interior","Luis Saénz Peña",1892-10-13,1893-02-10,120,0.328542094455852,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",121,712,11079,13721,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1835-10-19","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Liberal de Buenos Aires
Partido Autonomista
Partido Autonomista Nacional
Partido Liberal de la República Argentina","Buenos Aires, Confederación Argentina","1906-03-12","Buenos Aires, Argentina","Argentina",NA,NA,NA,1892
88,"Wenceslao Escalante","interior","Luis Saénz Peña",1893-02-10,1893-06-27,137,0.375085557837098,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",258,575,11216,13584,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893
89,"Miguel Cané","interior","Luis Saénz Peña",1893-06-27,1893-07-06,9,0.0246406570841889,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",267,566,11225,13575,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1851-01-27","Buenos Aires","Colegio Nacional de Buenos AiresUniversidad de Buenos Aires","Periodista, escritor","Partido Autonomista Nacional
Partido Autonomista","Montevideo, Uruguay","1905-09-05","Buenos Aires, Argentina","Argentina y uruguaya",NA,NA,NA,1893
90,"Lucio Vicente López","interior","Luis Saénz Peña",1893-07-06,1893-08-12,37,0.101300479123888,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",304,529,11262,13538,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1848-12-13",NA,"Universidad de Buenos Aires","AbogadoEscritorPeriodista","Partido Autonomista Nacional
Unión Cívica
Partido Modernista","Montevideo, Uruguay","1894-12-29","Buenos Aires, Argentina","Argentina y uruguaya",NA,NA,NA,1893
91,"Manuel Quintana","interior","Luis Saénz Peña",1893-08-12,1895-01-10,516,1.41273100616016,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",820,13,11778,13022,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1835-10-19","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Liberal de Buenos Aires
Partido Autonomista
Partido Autonomista Nacional
Partido Liberal de la República Argentina","Buenos Aires, Confederación Argentina","1906-03-12","Buenos Aires, Argentina","Argentina",NA,NA,NA,1893
92,"Eduardo Costa","interior","Luis Saénz Peña",1895-01-10,1895-01-23,13,0.0355920602327173,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",833,0,11791,13009,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895
93,"Tomas Anchorena","relaciones exteriores","Luis Saénz Peña",1892-10-13,1893-06-08,238,0.65160848733744,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",239,594,11197,13603,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892
94,"Miguel Cané","relaciones exteriores","Luis Saénz Peña",1893-06-08,1893-06-27,19,0.0520191649555099,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",258,575,11216,13584,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1851-01-27","Buenos Aires","Colegio Nacional de Buenos AiresUniversidad de Buenos Aires","Periodista, escritor","Partido Autonomista Nacional
Partido Autonomista","Montevideo, Uruguay","1905-09-05","Buenos Aires, Argentina","Argentina y uruguaya",NA,NA,NA,1893
95,"Norberto Quirno Costa","relaciones exteriores","Luis Saénz Peña",1893-06-27,1893-07-06,9,0.0246406570841889,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",267,566,11225,13575,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",5,"1844-07-18","Buenos Aires","Universidad de Buenos AiresColegio Nacional de Buenos Aires","Abogado","Partido Nacionalista
Partido Liberal
Partido Autonomista Nacional","Buenos Aires (Argentina)","1915-03-02","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1893
96,"Valentín Virasoro","relaciones exteriores","Luis Saénz Peña",1893-07-06,1893-12-16,163,0.446269678302533,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",430,403,11388,13412,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1842-09-06","Corrientes",NA,"Político","Partido Liberal de Corrientes
Unión Cívica Nacional
Partido Demócrata Progresista","Corrientes (Argentina)","1925-06-17",NA,"Argentina",NA,NA,NA,1893
97,"Eduardo Costa","relaciones exteriores","Luis Saénz Peña",1893-12-16,1895-01-10,390,1.06776180698152,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",820,13,11778,13022,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893
98,"Amancio Alcorta","relaciones exteriores","Luis Saénz Peña",1895-01-10,1895-01-23,13,0.0355920602327173,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",833,0,11791,13009,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895
99,"Calisto de la Torre","justicia, culto e instrucción pública","Luis Saénz Peña",1892-10-13,1893-03-24,162,0.4435318275154,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",163,670,11121,13679,1,"Democracia","Área político-Institucional","Área Justicia-Otros",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892
100,"Amancio Alcorta","justicia, culto e instrucción pública","Luis Saénz Peña",1893-03-24,1893-06-27,95,0.26009582477755,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",258,575,11216,13584,1,"Democracia","Área político-Institucional","Área Justicia-Otros",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893
101,"Francisco L. García","justicia, culto e instrucción pública","Luis Saénz Peña",1893-06-27,1893-07-06,9,0.0246406570841889,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",267,566,11225,13575,1,"Democracia","Área político-Institucional","Área Justicia-Otros",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893
102,"Enrique Quintana","justicia, culto e instrucción pública","Luis Saénz Peña",1893-07-06,1893-08-12,37,0.101300479123888,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",304,529,11262,13538,1,"Democracia","Área político-Institucional","Área Justicia-Otros",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893
103,"Eduardo Costa","justicia, culto e instrucción pública","Luis Saénz Peña",1893-08-12,1894-04-14,245,0.670773442847365,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",549,284,11507,13293,1,"Democracia","Área político-Institucional","Área Justicia-Otros",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893
104,"José V. Zapata","justicia, culto e instrucción pública","Luis Saénz Peña",1894-04-14,1895-01-23,284,0.777549623545517,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",833,0,11791,13009,0,"Democracia","Área político-Institucional","Área Justicia-Otros",2,"1851-01-14","Mendoza","Universidad de Buenos Aires","Abogado",NA,"Mendoza (Argentina)","1897-11-28","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1894
105,"Benjamín Victorica","guerra y marina","Luis Saénz Peña",1892-10-13,1893-06-08,238,0.65160848733744,"1892-10-12","1895-01-23","1862-10-12","1930-09-06",239,594,11197,13603,1,"Democracia","Área político-Institucional","Área Defensa",2,"1831-09-14","Buenos Aires","Universidad de Buenos Aires","abogado y militar","Partido Autonomista Nacional","Buenos Aires, Argentina","1913-01-27","Buenos Aires, Argentina","Argentina",NA,"Ejército Argentino","General de brigada",1892
